Date,Time,PC,Side,Name,Mould,Cavity,Total,OK,Reject,Recycle,OCR,Ignore,Default,Default,OK,NoPart,Overlap,Position,ToothCount,DiameterMin,DiameterMax,Circularity,T2TDistMin,T2TDistMax,ToothGapMin,ToothGapMax,Hole,UpsideDown,SlantAngle,HeightMin,HeightMax,Protrusion,Letter,OCRFail,MissingX,Error,
2018-08-02,20:33:33,1,AB,Cavity,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,AB,Cavity,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,AB,Cavity,2,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,AB,Cavity,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Total,-1,-1,7505,6925,538,1,41,0,0,0,7505,0,0,0,34,1,12,4,0,0,316,42,0,1,0,5,4,0,0,168,123,0,
2018-08-02,20:33:33,1,B,Top,-1,-1,7505,7320,138,0,47,0,0,0,7226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,123,0,
2018-08-02,20:33:33,1,B,Bottom,-1,-1,7505,7104,401,0,0,0,0,0,7104,0,0,0,34,1,12,4,0,0,316,42,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Side,-1,-1,7505,7495,9,1,0,0,0,0,7495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,1,123,106,16,0,1,0,0,0,123,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,12,10,0,
2018-08-02,20:33:33,1,B,Cavity,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,3,160,150,9,0,1,0,0,0,160,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,9,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,8,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,9,155,145,9,0,1,0,0,0,155,0,0,0,1,0,0,0,0,0,5,3,0,0,0,0,0,0,0,7,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,10,176,165,10,0,1,0,0,0,176,0,0,0,1,0,1,1,0,0,6,1,0,0,0,1,0,0,0,1,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,11,173,167,5,0,1,0,0,0,173,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,12,174,163,10,0,1,0,0,0,174,0,0,0,1,0,1,0,0,0,6,3,0,0,0,0,0,0,0,6,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,13,206,191,14,0,1,0,0,0,206,0,0,0,2,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,14,190,186,3,0,1,0,0,0,190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,15,172,160,11,0,1,0,0,0,172,0,0,0,2,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,17,180,151,28,0,1,0,0,0,180,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,0,4,21,0,
2018-08-02,20:33:33,1,B,Cavity,1,18,159,143,15,0,1,0,0,0,159,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,36,11,0,
2018-08-02,20:33:33,1,B,Cavity,1,19,153,138,14,0,1,0,0,0,153,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,4,2,0,
2018-08-02,20:33:33,1,B,Cavity,1,20,161,152,8,0,1,0,0,0,161,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,4,1,0,
2018-08-02,20:33:33,1,B,Cavity,1,21,176,166,9,0,1,0,0,0,176,0,0,0,1,0,1,0,0,0,6,1,0,0,0,0,0,0,0,5,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,22,177,165,11,0,1,0,0,0,177,0,0,0,2,0,0,1,0,0,7,1,0,0,0,0,0,0,0,2,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,23,161,150,10,0,1,0,0,0,161,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,26,174,160,14,0,0,0,0,0,174,0,0,0,2,0,0,0,0,0,12,1,0,0,0,0,0,0,0,12,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,27,162,133,27,0,2,0,0,0,162,0,0,0,1,0,1,0,0,0,7,3,0,0,0,0,0,0,0,2,15,0,
2018-08-02,20:33:33,1,B,Cavity,1,28,160,152,7,0,1,0,0,0,160,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,29,176,168,7,0,1,0,0,0,176,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,31,31,12,19,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,2,0,
2018-08-02,20:33:33,1,B,Cavity,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,33,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,36,173,167,5,0,1,0,0,0,173,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,37,159,148,10,0,1,0,0,0,159,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,38,164,154,9,0,1,0,0,0,164,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,39,187,180,7,0,0,0,0,0,187,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,5,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,41,176,164,11,0,1,0,0,0,176,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,42,173,163,9,0,1,0,0,0,173,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,43,178,161,16,0,1,0,0,0,178,0,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,10,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,44,185,171,14,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,48,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,49,174,159,14,0,1,0,0,0,174,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,52,175,165,9,0,1,0,0,0,175,0,0,0,1,0,0,0,0,0,6,1,0,0,0,1,0,0,0,2,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,54,177,171,5,0,1,0,0,0,177,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,55,170,161,9,0,0,0,0,0,170,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,57,157,148,8,0,1,0,0,0,157,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,60,166,157,8,0,1,0,0,0,166,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,61,177,167,9,0,1,0,0,0,177,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,64,166,156,9,0,1,0,0,0,166,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,7,170,158,11,0,1,0,0,0,170,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,14,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,17,167,156,10,0,1,0,0,0,167,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,18,162,98,63,0,1,0,0,0,162,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,61,0,
2018-08-02,20:33:33,1,B,Cavity,2,19,163,154,8,0,1,0,0,0,163,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,25,186,175,10,0,1,0,0,0,186,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,42,183,169,14,0,0,0,0,0,183,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,1,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,47,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,58,145,136,8,0,1,0,0,0,145,0,0,0,0,0,1,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,59,157,151,5,0,1,0,0,0,157,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2018-08-02,20:33:33,1,B,Cavity,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
